listing_name,post_id,address,address2,rent,bedrooms,datetime_posted,size,availability,description,attributes,lat,lon,html
Cute 3 Bedroom House &  Enjoy Living In This Renovated Home.,post id: 6570236391,(Toronto),NA,"$2,200",3BR / 2Ba,24/04/2018 12:47,NA,24/04/2018,,['condo'],43.599868,-79.526002,https://toronto.craigslist.ca/tor/apa/d/cute-3-bedroom-house-enjoy/6570236391.html
Cozy 2 Bedroom Apartment Close To The Danforth And Ttc.,post id: 6570227230,(Toronto),NA,"$2,200",2BR / 1Ba,24/04/2018 12:39,NA,24/04/2018,,['condo'],43.672957,-79.337016,https://toronto.craigslist.ca/tor/apa/d/cozy-2-bedroom-apartment/6570227230.html
Furnished Executive 1+1 in the heart Of King West Festival Tower!!,post id: 6556695702,(80 John St.),80 John St.,"$2,970",2BR / 0Ba,24/04/2018 12:37,NA,01/06/2018,"The Festival Tower, in the heart of King West!","['furnished', 'condo', 'w/d in unit', 'no smoking', 'attached garage']",43.646587,-79.389762,https://toronto.craigslist.ca/tor/apa/d/furnished-executive-11-in-the/6556695702.html
"Beautiful new 1 Bedr, 40 Scollard St, Move in: 01-May-18",post id: 6570222562,(Yonge/Bay And Bloor),NA,"$2,200",1BR / 0Ba,24/04/2018 12:36,NA,24/04/2018,,"['condo', 'w/d in unit']",43.672317,-79.389688,https://toronto.craigslist.ca/tor/apa/d/beautiful-new-1-bedr-40/6570222562.html
Beautiful Fully Furnished One Bedroom+Den Condo Near Danforth Village,post id: 6553759262,(Danforth/Victoria Park),4 Park Vista,"$1,850",1BR / 1Ba,24/04/2018 12:35,720ft2,01/05/2018,"This stunning, fully-furnished, one bedroom + den designer decorated suite is located on the top floor of the mid-rise Park Vista condominium near Danforth Village.","['furnished', 'condo', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']",43.697798,-79.299414,https://toronto.craigslist.ca/tor/apa/d/beautiful-fully-furnished-one/6553759262.html
Beautiful Newly Renovated 3-Bedroom Detached Home,post id: 6553746881,(Eglinton Ave West/Weston Rd),20 Somerville Ave,"$2,400",3BR / 1.5Ba,24/04/2018 12:35,1100ft2,01/04/2018,Available now.,"['house', 'w/d in unit', 'no smoking']",43.687651,-79.494484,https://toronto.craigslist.ca/tor/apa/d/beautiful-newly-renovated-3/6553746881.html
Comfortable 2 Bedroom South View Unit High Demand Location,post id: 6570219387,(Toronto),NA,"$2,200",2BR / 1Ba,24/04/2018 12:33,NA,24/04/2018,,['condo'],43.784176,-79.416573,https://toronto.craigslist.ca/tor/apa/d/comfortable-2-bedroom-south/6570219387.html
Authorized - 1 Bed/1 Bath at 87 Peter St - October 16 - King W,post id: 6570218201,(87 Peter St),87 Peter St,"$2,000",1BR / 1Ba,24/04/2018 12:32,508ft2,16/10/2018,87 Peter St - Licorice - 1bed/1bath - 508 SqFt - $2000/M - Hydro Extra -October 16 move in,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit']",43.646588,-79.392378,https://toronto.craigslist.ca/tor/apa/d/authorized-1-bed-1-bath-at-87/6570218201.html
補足,post id: 6562506495,(Dufferin and Bloor),Dufferin at dufferin and Bloor,$595,0BR / 2Ba,24/04/2018 12:31,NA,01/04/2018,補足,"['furnished', 'apartment', 'no smoking', 'no parking']",43.660514,-79.435616,https://toronto.craigslist.ca/tor/apa/6562506495.html
Clean Unit W/ 2 Bdrms Newly Renovated Top Floor Of A Detached Home,post id: 6570211711,(Toronto),NA,"$2,175",2BR / 1Ba,24/04/2018 12:27,NA,24/04/2018,,['condo'],43.690536,-79.301453,https://toronto.craigslist.ca/tor/apa/d/clean-unit-2-bdrms-newly/6570211711.html
Classy 2 Bdrm Basement Apartment Newly Finished,post id: 6570202872,(Toronto),NA,"$2,100",2BR / 1Ba,24/04/2018 12:20,NA,24/04/2018,,['condo'],43.727651,-79.406377,https://toronto.craigslist.ca/tor/apa/d/classy-2-bdrm-basement/6570202872.html
"Beautiful new 1 Bedr, 16 Yonge St, starting: May 1st, 2018",post id: 6570200968,(Yonge And Lakeshore),NA,"$2,250",1BR / 0Ba,24/04/2018 12:18,NA,24/04/2018,,"['condo', 'w/d in unit']",43.642464,-79.375594,https://toronto.craigslist.ca/tor/apa/d/beautiful-new-1-bedr-16-yonge/6570200968.html
Spacious & Luxurious One Bedroom Corner Unit Suite @ 21 Widmer St,post id: 6570197839,(21 Widmer St),NA,"$2,400",1BR / 1Ba,24/04/2018 12:16,650ft2,24/04/2018,"A Spacious & Luxurious One Bedroom Corner Unit Suite, W/ An Incredible Southeast View Of The City, Cn Tower & Rogers Centre W/ Floor To Ceiling Windows, A Large Balcony & Hardwood Floor Throughout In The Spectacular Cinema Tower Building. Located In The Heart Of The Entertainment District, Just Steps Away From The Financial District, Sports Venues, Theaters, Nightlife, The City's Best Restaurants, Film Festival &Great Shopping.","['condo', 'w/d in unit']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/spacious-luxurious-one/6570197839.html
Affordable 3 Bedrooms Renovated Home & Bay Window In Living Room.,post id: 6570194474,(Toronto),NA,"$2,100",3BR / 2Ba,24/04/2018 12:13,NA,24/04/2018,,['condo'],43.790729,-79.400622,https://toronto.craigslist.ca/tor/apa/d/affordable-3-bedrooms/6570194474.html
Fabulous 2-Bdrm Condo w/Five Star Amenities In Excellent Location!,post id: 6570171549,(2045 Lake Shore Blvd),2045 Lake Shore Blvd,"$2,900",2BR / 2Ba,24/04/2018 12:04,1300ft2,24/04/2018,"Luxury Living At The Palace Pier. Finest Sw Balcony Suite With 'Forever Views' Of Lake Ontario And Marina, 1258 Sq Ft Of Living Space, Fabulous Closest And Storage. Located On 9 Acres Of Land At The Lake With 5 Star Amenities. 24Hr Concierge, Valet Parking, Indoor Salt Water Pool, 2 Gyms And Sauna, Shuttle Bus To Union Station. Restaurants And So Much More. This Is A Sublet Until Dec 15, 2018 Extras:Fridge, Stove, Dishwasher/Dryer, Microwave.","['condo', 'attached garage']",43.633078,-79.473642,https://toronto.craigslist.ca/tor/apa/d/fabulous-2-bdrm-condo-five/6570171549.html
Fabulous Oversized Reno'd Home. 1 Minute Walk To Subway. 2 Car Parking,post id: 6570179949,(Danforth/Monarch Park),129 Monarch Park Ave,"$3,975",3BR / 4Ba,24/04/2018 12:02,NA,01/06/2018,,"['house', 'w/d in unit', 'detached garage']",43.682971,-79.327288,https://toronto.craigslist.ca/tor/apa/d/fabulous-oversized-renod-home/6570179949.html
"Beautiful new 1 Bedr, 18 Yorkville Ave, Possession date: Immed",post id: 6570179677,(Yonge/Bloor),NA,"$2,850",1BR / 0Ba,24/04/2018 12:02,NA,24/04/2018,,"['condo', 'w/d in unit']",43.671731,-79.388506,https://toronto.craigslist.ca/tor/apa/d/beautiful-new-1-bedr-18/6570179677.html
Furnished 1-Bdrm Luxury Condo w/Floor To Ceiling Windows!,post id: 6570168252,(2200 Lake Shore Blvd W),2200 Lake Shore Blvd W,"$2,700",1BR / 1Ba,24/04/2018 11:58,650ft2,24/04/2018,"Furnished Luxury Condo In Westlake By Onni ,1 Bedroom+Den, Open Concept Kitchen 9'' Ceiling, Floor To Ceiling Windows, Direct Access To Metro, Shoppers Drug Mart & Amenities, Td Bank, Scotia, Restaurant & Starbucks Are All Located At Base Of Building In Westlake Village, Steps To Ttc, Lake, Close To Highway, Mins To Cne, Ontario Place Downtown & Minutes To Both Airports, Excellent Amenities In Club '' W '' Include Pool, Hot Tub, Party Room + Theater. Extras:Utilities/Basic Cable/Internet Included. Ss/Fridge, Ss/Above-Range Micro, Ss/Stove, Ss/Dw, Full Size Stack Washer/Dryer, 1 Parking, 1 Locker, Large Balcony. Laminate Floors, Quartz Counters,","['condo', 'attached garage']",43.622143,-79.481847,https://toronto.craigslist.ca/tor/apa/d/furnished-1-bdrm-luxury-condo/6570168252.html
50 CHARLES ST EAST!! SPACIOUS CORNER ONE BEDROOM UNIT,post id: 6570169500,(yorkville),Charles St. e at Yonge St,"$1,900",1BR / 1Ba,24/04/2018 11:53,NA,24/04/2018,pacious One Bedroom at the heart of Yonge and Bloor! Everything at your doorstep! Close to Yonge and Bloor.,"['condo', 'w/d in unit', 'no parking']",43.669391,-79.382599,https://toronto.craigslist.ca/tor/apa/d/50-charles-st-east-spacious/6570169500.html
Absolutely Stunning 1-Bdrm Waterfront Condo In Excellent Location!,post id: 6570156573,(33 Shore Breeze Dr W),33 Shore Breeze Dr W,"$1,700",1BR / 1Ba,24/04/2018 11:53,550ft2,24/04/2018,"Absolutely Stunning Jade Waterfront Condo With An Amazing Downtown And Lake View! 1Bed 1 Bath Condo Open Concept, Modern Kitchen, Ceramic Backsplash And S/S Appliances,Engineered Hardwood Floors, Walk Out From Master & Living Room. Close To Coffee Shops, Restaurants, Metro, Hwy & Much More. Extras:Fridge, Stove, Dishwasher, Stacked Front Load Washer & Dryer, All Window Coverings,Indoor/Outdoor Lounge, Outdoor Pool,Gym, Game Room, Theater, Virtual Golf Room, Large Terrace, Yoga Studio, Guest Suites.",['condo'],43.6075,-79.5013,https://toronto.craigslist.ca/tor/apa/d/absolutely-stunning-1-bdrm/6570156573.html
One bedroom/Basement - renovated apt - Trinity - Bellwoods,post id: 6570167691,(982 Dundas St),NA,"$1,350",1BR / 1Ba,24/04/2018 11:52,NA,24/04/2018,--------------------------------------------,"['furnished', 'apartment', 'no laundry on site', 'no smoking']",43.650866,-79.413078,https://toronto.craigslist.ca/tor/apa/d/one-bedroom-basement/6570167691.html
STUNNING SPACIOUS 2ND FLOOR OF 4 PLEX ~ 3 BDRM 1 BTH ~ MOVE IN MAY 1,post id: 6559098777,(304 ROSELAWN AVENUE),ROSELAWN at EGLINTON,"$2,600",3BR / 1Ba,24/04/2018 11:51,NA,01/05/2018,"EGLINTON AVE W & AVENUE ROAD... $ 2600 PLUS HYDRO ....MOVE IN MAY ... Stunning newer unit  ~3 bdrms 1 bth ~ lush grey laminate floors throughout ~ living & dining room with w/o to oversized deck ~ kitchen w/fridge, stove, dishwasher & track lighting ~ modern bathroom w/ceramic tiles ~ master bdrm w/ large windows ~ Call today to schedule a viewing","['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'laundry in bldg']",43.707963,-79.413246,https://toronto.craigslist.ca/tor/apa/d/stunning-spacious-2nd-floor/6559098777.html
Furnished Bachelor - renovated apt - Trinity - Bellwoods,post id: 6570165514,(984 Dundas St),NA,"$1,250",1BR / 1Ba,24/04/2018 11:50,NA,24/04/2018,--------------------------------------------,"['furnished', 'apartment', 'no laundry on site', 'no smoking', 'street parking']",43.650866,-79.413078,https://toronto.craigslist.ca/tor/apa/d/furnished-bachelor-renovated/6570165514.html
Completely Renovated 1-Bdrm Condo w/Fantastic Amenities!,post id: 6570165071,(2121 Lake Shore Blvd),2121 Lake Shore Blvd,"$2,200",1BR / 1Ba,24/04/2018 11:50,650ft2,24/04/2018,"Stunning 1 Bedroom, 1 Bathroom Condo For Lease On Toronto's Waterfront. Enjoy Sunset Views W/A Double Balcony Overlooking Lake Ontario. Live In Style With This Completely Renovated Unit. Enjoy All The Amenities This Building Has To Offer. Steps To Transit, Highways, Trails, Parks And Shopping. A Must See! Extras:This Lease Provides You With Parking & Private Locker, Ensuite Laundry & Monthly Bills Included. Only Pay For Internet & Cable. Plenty Of Visitor Parking! All Appl. Included (Fridge, Stove, Dishwasher, Washer, Dryer, Microwave & Tv In Lr.","['condo', 'attached garage']",43.6288,-79.478364,https://toronto.craigslist.ca/tor/apa/d/completely-renovated-1-bdrm/6570165071.html
2 BEDROOM | FULLY FURNISHED | KING WEST | FINANCIAL DISTRICT | PARKING,post id: 6570164539,NA,Fort York at Spadina,"$3,300",2BR / 2Ba,24/04/2018 11:49,NA,24/04/2018,"Fully Furnished Bright And Spacious, Freshly Painted Corner Two Bedroom In The Heart Of The Hottest Area Downtown. Move Right In And Enjoy Floor To Ceiling Windows With Panoramic Views Of The City And Lake, Brand New Never Used Modern Furniture, Top Of The Line Amenities, Including Sky Lounge Hot Tubs! Perfect For Young Professionals! Steps To Groceries, Banks, Waterfront, Financial District, King West, Ttc, Roger's Centre, Cn Tower And Much Much More!","['furnished', 'condo', 'w/d in unit', 'attached garage']",43.640139,-79.393936,https://toronto.craigslist.ca/tor/apa/d/2-bedroom-fully-furnished/6570164539.html
House for rent,post id: 6570164407,(Toronto),Sunnyside Ave at howard Park,"$4,000",5BR / 2.5Ba,24/04/2018 11:49,2500ft2,01/07/2018,Perfect family home for rent in roncesvalles area. untilities not included.,"['apartment', 'laundry on site', 'no smoking', 'street parking']",43.650081,-79.453086,https://toronto.craigslist.ca/tor/apa/d/house-for-rent/6570164407.html
"New Condos 2 Bedr, 10 Capreol Crt, starting: 01-Jun-18",post id: 6570158236,(Spadina & Fort York),NA,"$2,880",2BR / 0Ba,24/04/2018 11:44,NA,24/04/2018,,"['condo', 'w/d in unit']",43.639938,-79.395615,https://toronto.craigslist.ca/tor/apa/d/new-condos-2-bedr-10-capreol/6570158236.html
LIVE HIGH IN THE SKY!!! INCREDIBLE 2 + 1 CONDO @ AURA!!!!,post id: 6570153993,(Dundas Square/Eaton Centre),Yonge St at GERRARD ST E,"$4,200",3BR / 2.5Ba,24/04/2018 11:41,NA,24/04/2018,"Live in the tallest condominium downtown!!! This fabulous 2+1 bedroom fits the urban lifestyle at an amazing price and features stunning views of the lake & city, floor to ceiling windows, centre top, granite kitchen countertop and many more!!!!","['furnished', 'condo', 'w/d in unit', 'attached garage']",43.658904,-79.383482,https://toronto.craigslist.ca/tor/apa/d/live-high-in-the-sky/6570153993.html
LIVE A LIFE OF LUXURY IN ONE OF TORONTO'S MOST ICONIC BUILDINGS!!,post id: 6570139373,NA,yonge st at bloor st e,"$3,600",1BR / 2Ba,24/04/2018 11:40,NA,24/04/2018,"BRAND NEW! NEVER LIVED IN! TOP OF THE LINE FINISHES AND AMENITIES INCLUDING INDOOR AND OUTDOOR POOLS, ROOFTOP PARK, EXERCISE ROOMS, LOUNGES AND MORE!!","['condo', 'w/d in unit', 'attached garage']",43.670703,-79.384661,https://toronto.craigslist.ca/tor/apa/d/live-life-of-luxury-in-one-of/6570139373.html
2-Bdrm Condo w/Floor To Ceiling Windows In Premium Location!,post id: 6570152174,(55 Stewart St),55 Stewart St,"$8,200",2BR / 3Ba,24/04/2018 11:39,1500ft2,24/04/2018,"Undoubtedly The Most Ideal Terraced Suite In Thompson Hotel Residences. The Most Sought After Building In King West. Striking Architecture And A Premium Location. Stunning Modern Finishes With Full-Pane Floor To Ceiling Windows With Automated Blinds. Enjoy Your Spa Like Shower And Upgraded Modern Kitchen Or Your 1200 Sqft Terrace. 24 Hour Concierge, Fitness Room And Access To The Spectacular Rooftop Pool And Two Parking And Two Lockers. Extras:Amenities Include: Access To The Rooftop Pool With Adjacent Bar/Restaurant, Fitness Centre And Hotel Caliber Concierge. Steps To Ttc, Victoria Memorial Park And The Best Of Toronto Restaurants And Night Life. Fully Furnished...!!!","['condo', 'attached garage']",43.643213,-79.402242,https://toronto.craigslist.ca/tor/apa/d/2-bdrm-condo-floor-to-ceiling/6570152174.html
House or Condo for 1 year lease,post id: 6570114382,NA,NA,"$2,600",3BR / 2Ba,24/04/2018 11:38,NA,24/04/2018,"Available: Detach house, Semi-Detach or Condo","['house', 'w/d in unit', 'detached garage']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/house-or-condo-for-1-year/6570114382.html
Great basement apartment near Queen and Bathurst,post id: 6570150203,(19 Markham),NA,"$1,050",1BR / 1Ba,24/04/2018 11:38,NA,01/05/2018,One bedroom apartment available May 1st. Utilities are included.,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no parking']",43.647543,-79.405419,https://toronto.craigslist.ca/tor/apa/d/great-basement-apartment-near/6570150203.html
Newly Renovated 1 BR & 2 BR Apts,post id: 6557211053,NA,50 Burnhill Road,"$1,225",1BR / 1Ba,24/04/2018 11:36,NA,01/05/2018,,"['apartment', 'laundry in bldg', 'no smoking', 'off-street parking']",43.699459,-79.276453,https://toronto.craigslist.ca/tor/apa/d/newly-renovated-1-br-2-br-apts/6557211053.html
Newly Renovated And Fully Upgraded 4+1 Home in North York！,post id: 6570147485,(North York),Leslie St at Steeles,"$3,200",4BR / 3Ba,24/04/2018 11:35,NA,24/04/2018,"Newly renovated, and fully upgraded 4+1 bedrooms home in a very highly desirable area on a quiet and family-friendly tree line street. Conveniently located close to AY Jackson School, North York General Hospital, and steps to TTC, shopping center, and groceries.  Minutes away to Highway 401/404, parks and much more! Upgraded finishes, fantastic functional layout, and beautiful landscape! Finished basement with separate entrance and private backyard! You won't be disappointed with this one!","['house', 'w/d in unit', 'attached garage']",43.799534,-79.376337,https://toronto.craigslist.ca/tor/apa/d/newly-renovated-and-fully/6570147485.html
*BRAND NEW 1 plus Den by Fairview Mall $1950*,post id: 6570144159,(128 Fairview Mall Dr),128 Fairview Mall Drive,"$1,950",2BR / 2Ba,24/04/2018 11:33,NA,11/04/2018,"We have a BRAND NEW luxury condo, 1 plus den with 2 bathrooms for rent $1950/month. Includes gas and water. Hydro is extra","['apartment', 'w/d in unit', 'no parking']",43.7762,-79.341145,https://toronto.craigslist.ca/tor/apa/d/brand-new-1-plus-den-by/6570144159.html
ATTN BUSINESS OWNERS! RARELY OFFERED LIVE/WORK! HIGH PEDESTRIAN AREA!,post id: 6570143295,(CityPlace),Fort York at Spadina,"$6,000",2BR / 3Ba,24/04/2018 11:32,NA,24/03/2018,"Very Rarely Offered Opportunity To Live In A Fabulous 2 Bedroom, 3 Bathroom Residential Live/Work Condo Townhouse Directly Across The Park In A Highly Sought After Location In The Heart Of Downtown Toronto! Soaring 12 Ft. Ceilings, Bright And Spacious South Facing Townhouse In A High Traffic Area. Vibrant Community, Steps To Sobeys, Restaurants, Cafes, Parks, Banks, Harbourfront, King West, Cn Tower, Skydome, AC Center  And Much More!","['townhouse', 'w/d in unit', 'attached garage']",43.638441,-79.39442,https://toronto.craigslist.ca/tor/apa/d/attn-business-owners-rarely/6570143295.html
"Upscale Condo 2 Bedr, 70 Temperance St, ready for: May 25,2017",post id: 6570137221,(Bay/Adelaide),NA,"$2,600",2BR / 0Ba,24/04/2018 11:27,NA,24/04/2018,,"['condo', 'w/d in unit']",43.650949,-79.382392,https://toronto.craigslist.ca/tor/apa/d/upscale-condo-2-bedr-70/6570137221.html
Luxurious 3-Bdrm Condo w/Upgraded Furnished &Sun Filled Suite!,post id: 6570137085,(80 John St),80 John St,"$6,495",3BR / 2Ba,24/04/2018 11:27,1700ft2,24/04/2018,"Luxurious Festival Tower. Elegant & Upgraded Furnished 1617 Sq Ft South Facing Sun Filled Suite W/ 248 Sq Ft Balcony. Boasting Stunning City, Cn Tower, Roger Centre & Lake Views. Perfect Location! Walking Distance To Bay St, (Via Underground Path @55 John St), Entertainment & Restaurants. Home To Toronto Film Festival, 5 Star Services. Suite Offers Split 2 Bedroom Layout W/Library As Optional 3 Bed, Finished W/ Hardwood Flooring Throughout Extras:Upgraded Miele Appliances, S/S Fridge, Cooktop, Microwave, Counvential Oven, Dishwasher, Washer + Dryer","['condo', 'attached garage']",43.646587,-79.389762,https://toronto.craigslist.ca/tor/apa/d/luxurious-3-bdrm-condo/6570137085.html
